letter,octave,velocity,time_on,time_off,duration,note_number
C,6,108,6780,6820,40,72
C,5,108,6900,6980,80,60
A,5,108,6900,6980,80,69
F,6,108,6900,6980,80,77
C,6,108,6900,6980,80,72
F,5,108,6900,6980,80,65
C,5,108,7020,7100,80,60
A,5,108,7020,7100,80,69
F,6,108,7020,7100,80,77
F,5,108,7020,7100,80,65
C,6,108,7020,7100,80,72
C,5,108,7140,7180,40,60
A,5,108,7140,7180,40,69
F,6,108,7140,7180,40,77
C,6,108,7140,7180,40,72
F,5,108,7140,7180,40,65
F,6,108,7200,7240,40,77
A,5,108,7200,7240,40,69
C,5,108,7200,7240,40,60
F,5,108,7200,7240,40,65
C,6,108,7200,7240,40,72
F,6,108,7260,7300,40,77
A,5,108,7260,7300,40,69
C,5,108,7260,7300,40,60
F,5,108,7260,7300,40,65
C,6,108,7260,7300,40,72
C,5,108,7380,7460,80,60
A,5,108,7380,7460,80,69
F,6,108,7380,7460,80,77
C,6,108,7380,7460,80,72
F,5,108,7380,7460,80,65
C,5,108,7500,7580,80,60
A,5,108,7500,7580,80,69
F,6,108,7500,7580,80,77
F,5,108,7500,7580,80,65
C,6,108,7500,7580,80,72
C,5,108,7620,7660,40,60
A,5,108,7620,7660,40,69
F,6,108,7620,7660,40,77
C,6,108,7620,7660,40,72
F,5,108,7620,7660,40,65
E,6,108,7680,7720,40,76
C,5,108,7680,7720,40,60
G,5,108,7680,7720,40,67
C,6,108,7680,7720,40,72
C,5,108,7740,7780,40,60
E,6,108,7740,7780,40,76
C,6,108,7740,7780,40,72
G,5,108,7740,7780,40,67
C,5,108,7860,7940,80,60
E,6,108,7860,7940,80,76
C,6,108,7860,7940,80,72
G,5,108,7860,7940,80,67
E,6,108,7980,8060,80,76
C,5,108,7980,8060,80,60
G,5,108,7980,8060,80,67
C,6,108,7980,8060,80,72
E,6,108,8100,8140,40,76
C,5,108,8100,8140,40,60
G,5,108,8100,8140,40,67
C,6,108,8100,8140,40,72
E,6,108,8160,8200,40,76
C,5,108,8160,8200,40,60
G,5,108,8160,8200,40,67
C,6,108,8160,8200,40,72
C,5,108,8220,8260,40,60
E,6,108,8220,8260,40,76
C,6,108,8220,8260,40,72
G,5,108,8220,8260,40,67
C,5,108,8340,8420,80,60
E,6,108,8340,8420,80,76
C,6,108,8340,8420,80,72
G,5,108,8340,8420,80,67
E,6,108,8460,8540,80,76
C,5,108,8460,8540,80,60
G,5,108,8460,8540,80,67
C,6,108,8460,8540,80,72
E,6,108,8580,8620,40,76
C,5,108,8580,8620,40,60
G,5,108,8580,8620,40,67
C,6,108,8580,8620,40,72
C#,6,108,8640,8680,40,73
E,5,108,8640,8680,40,64
E,6,108,8640,8680,40,76
A,4,108,8640,8680,40,57
A,5,108,8640,8680,40,69
C#,6,108,8700,8740,40,73
E,5,108,8700,8740,40,64
E,6,108,8700,8740,40,76
A,4,108,8700,8740,40,57
A,5,108,8700,8740,40,69
A,4,108,8820,8900,80,57
C#,6,108,8820,8900,80,73
E,6,108,8820,8900,80,76
A,5,108,8820,8900,80,69
E,5,108,8820,8900,80,64
E,5,108,8940,9020,80,64
A,5,108,8940,9020,80,69
E,6,108,8940,9020,80,76
C#,6,108,8940,9020,80,73
A,4,108,8940,9020,80,57
E,5,108,9060,9100,40,64
A,5,108,9060,9100,40,69
E,6,108,9060,9100,40,76
C#,6,108,9060,9100,40,73
A,4,108,9060,9100,40,57
C#,6,108,9120,9160,40,73
E,5,108,9120,9160,40,64
E,6,108,9120,9160,40,76
A,4,108,9120,9160,40,57
A,5,108,9120,9160,40,69
C#,6,108,9180,9220,40,73
E,5,108,9180,9220,40,64
E,6,108,9180,9220,40,76
A,4,108,9180,9220,40,57
A,5,108,9180,9220,40,69
F,6,108,9360,9440,80,77
D,6,108,9360,9440,80,74
A,5,108,9360,9440,80,69
D,5,108,9360,9440,80,62
D,5,108,9540,9640,100,62
F,6,108,9540,9640,100,77
D,6,108,9540,9640,100,74
A,5,108,9540,9640,100,69
