letter,octave,velocity,time_on,time_off,duration,note_number
A,3,127,34320,34438,118,45
D,5,127,34560,34684,124,62
C#,5,127,34680,34812,132,61
G,4,127,34800,34913,113,55
A,4,127,34920,35037,117,57
A,3,127,35160,35264,104,45
A,3,127,35280,35389,109,45
D,5,127,35520,35648,128,62
C#,5,127,35640,35767,127,61
G,4,127,35760,35864,104,55
A,4,127,35880,35998,118,57
A,3,127,36120,36215,95,45
A,3,127,36240,36367,127,45
D,5,127,36480,36615,135,62
C#,5,127,36600,36736,136,61
G,4,127,36720,36823,103,55
A,4,127,36840,36946,106,57
A,3,127,37080,37154,74,45
A,3,127,37200,37321,121,45
F#,4,127,37320,37426,106,54
G,4,127,37440,37557,117,55
B,4,127,37680,37794,114,59
G,4,127,37800,37921,121,55
F#,4,127,38280,38389,109,54
G,4,127,38411,38527,116,55
B,4,127,38640,38754,114,59
G,4,127,38762,38907,145,55
D,5,127,39360,39485,125,62
C#,5,127,39480,39627,147,61
G,4,127,39600,39723,123,55
A,4,127,39720,39815,95,57
A,3,127,39960,40060,100,45
